# time ux F_h z
1.000000000000e-02	2.284477388422e-07	4.568954767783e-01	2.284477383653e-07
2.000000000000e-02	7.108243435324e-07	1.421648667635e+00	7.108243333063e-07
3.000000000000e-02	1.249908792277e-06	2.499817501118e+00	1.249908748363e-06
4.000000000000e-02	1.809284498760e-06	3.618568774918e+00	1.809284381601e-06
5.000000000000e-02	1.580487634378e-06	3.160975046155e+00	1.580487517220e-06
6.000000000000e-02	-7.146541504647e-07	-1.429308434444e+00	-7.146542207356e-07
7.000000000000e-02	-5.370676094479e-06	-1.074134211576e+01	-5.370670792798e-06
8.000000000000e-02	-1.123564510207e-05	-2.247122386149e+01	-1.123561018489e-05
9.000000000000e-02	-1.702364245536e-05	-3.404709108819e+01	-1.702354044350e-05
1.000000000000e-01	-2.205521362307e-05	-4.411004741550e+01	-2.205501371220e-05
1.100000000000e-01	-2.617058918646e-05	-5.234058433230e+01	-2.617027653350e-05
1.200000000000e-01	-2.954175752233e-05	-5.908269741318e+01	-2.954132718997e-05
1.300000000000e-01	-3.087728306671e-05	-6.175365173424e+01	-3.087680180399e-05
1.400000000000e-01	-2.858882995578e-05	-5.717674551239e+01	-2.858834869306e-05
1.500000000000e-01	-2.316212249727e-05	-4.632333059538e+01	-2.316164123455e-05
1.600000000000e-01	-1.651577169258e-05	-3.303062898599e+01	-1.651529042986e-05
1.700000000000e-01	-1.075717868792e-05	-2.151344297667e+01	-1.075669742520e-05
1.800000000000e-01	-6.367584140912e-06	-1.273425388266e+01	-6.367102878192e-06
1.900000000000e-01	-2.766533704446e-06	-5.532153009723e+00	-2.766052441725e-06
2.000000000000e-01	-1.288346547821e-06	-2.575778696473e+00	-1.287865285101e-06
2.100000000000e-01	-4.433344559823e-06	-8.865770023677e+00	-4.432860825102e-06
2.200000000000e-01	-1.116842655845e-05	-2.233587017984e+01	-1.116790922316e-05
2.300000000000e-01	-1.681128468290e-05	-3.362146523380e+01	-1.681070356079e-05
2.400000000000e-01	-1.928718757144e-05	-3.857320101746e+01	-1.928656961070e-05
2.500000000000e-01	-1.946000261970e-05	-3.891882614059e+01	-1.945938204138e-05
2.600000000000e-01	-1.673934913270e-05	-3.347751916658e+01	-1.673872855438e-05
2.700000000000e-01	-9.587316078462e-06	-1.917345305812e+01	-9.586695500142e-06
2.800000000000e-01	8.965003386134e-07	1.794179134773e+00	8.971205794271e-07
2.900000000000e-01	1.074204143856e-05	2.148517498249e+01	1.074261623086e-05
3.000000000000e-01	1.710392498489e-05	3.420880062080e+01	1.710442532753e-05
3.100000000000e-01	2.096043026215e-05	4.192168240202e+01	2.096086282937e-05
3.200000000000e-01	2.606759835840e-05	5.213575483656e+01	2.606789210564e-05
3.300000000000e-01	3.488680412224e-05	6.977335060488e+01	3.488666852245e-05
3.400000000000e-01	4.545739066506e-05	9.091286371227e+01	4.545638139251e-05
3.500000000000e-01	5.411261115221e-05	1.082213786868e+02	5.411058819555e-05
3.600000000000e-01	5.976083198046e-05	1.195162874306e+02	5.975800222768e-05
3.700000000000e-01	6.293470268424e-05	1.258630735439e+02	6.293137014498e-05
3.800000000000e-01	6.362510605474e-05	1.272436678986e+02	6.362166173321e-05
3.900000000000e-01	6.075998367308e-05	1.215134231352e+02	6.075653935155e-05
4.000000000000e-01	5.429649098065e-05	1.085864377504e+02	5.429304665912e-05
4.100000000000e-01	4.893156321020e-05	9.785658220950e+01	4.892811888867e-05
4.200000000000e-01	5.061025246044e-05	1.012136339726e+02	5.060663617186e-05
4.300000000000e-01	5.926168082423e-05	1.185141819416e+02	5.925684939956e-05
4.400000000000e-01	6.964347988447e-05	1.392739539141e+02	6.963663469771e-05
4.500000000000e-01	7.626580545769e-05	1.525156782923e+02	7.625741986659e-05
4.600000000000e-01	7.692643692936e-05	1.538366441869e+02	7.691789499685e-05
4.700000000000e-01	7.450402623094e-05	1.489918227901e+02	7.449548429843e-05
4.800000000000e-01	7.298209616516e-05	1.459479626585e+02	7.297355423265e-05
4.900000000000e-01	7.418592730050e-05	1.483551215224e+02	7.417712041703e-05
5.000000000000e-01	7.771287276399e-05	1.554073940329e+02	7.770321408235e-05
5.100000000000e-01	8.192447945621e-05	1.638284597135e+02	8.191369040415e-05
5.200000000000e-01	8.586104648880e-05	1.716993888086e+02	8.584909692616e-05
5.300000000000e-01	8.899580195004e-05	1.779670133476e+02	8.898285955401e-05
5.400000000000e-01	9.256468025676e-05	1.851024466733e+02	9.255051507767e-05
5.500000000000e-01	9.677904736759e-05	1.935281819580e+02	9.676330380064e-05
5.600000000000e-01	9.886941461971e-05	1.977073640230e+02	9.885285397948e-05
5.700000000000e-01	9.944849779562e-05	1.988650952595e+02	9.943170814734e-05
5.800000000000e-01	1.015984203427e-04	2.031632543475e+02	1.015807433227e-04
5.900000000000e-01	1.071059267843e-04	2.141734673354e+02	1.070857235037e-04
6.000000000000e-01	1.164244880020e-04	2.328009943792e+02	1.163992345153e-04
6.100000000000e-01	1.274216029825e-04	2.547816612812e+02	1.273892110436e-04
6.200000000000e-01	1.365292909922e-04	2.729841422182e+02	1.364901121679e-04
6.300000000000e-01	1.415378441905e-04	2.829936277204e+02	1.414946543691e-04
6.400000000000e-01	1.428085689439e-04	2.855331088668e+02	1.427643431434e-04
6.500000000000e-01	1.427974519368e-04	2.855108748527e+02	1.427532261363e-04
6.600000000000e-01	1.450174720994e-04	2.899473692079e+02	1.449713799989e-04
6.700000000000e-01	1.504088930664e-04	3.007209477619e+02	1.503579255027e-04
6.800000000000e-01	1.554327415061e-04	3.107594269287e+02	1.553769225148e-04
6.900000000000e-01	1.569926632591e-04	3.138763506036e+02	1.569353075146e-04
7.000000000000e-01	1.540051783677e-04	3.079013808210e+02	1.539478226233e-04
7.100000000000e-01	1.455793485232e-04	2.910497211319e+02	1.455219927787e-04
7.200000000000e-01	1.343288649701e-04	2.685487540256e+02	1.342715092256e-04
7.300000000000e-01	1.252447878408e-04	2.503805997671e+02	1.251874320963e-04
7.400000000000e-01	1.213999689278e-04	2.426909619411e+02	1.213426131833e-04
7.500000000000e-01	1.242717245586e-04	2.484311058209e+02	1.242125965079e-04
7.600000000000e-01	1.304105746930e-04	2.607008791687e+02	1.303472745786e-04
7.700000000000e-01	1.324750729141e-04	2.648271247298e+02	1.324103249676e-04
7.800000000000e-01	1.285203858286e-04	2.569177505589e+02	1.284556378821e-04
7.900000000000e-01	1.226415636618e-04	2.451601062252e+02	1.225768157153e-04
8.000000000000e-01	1.199402690189e-04	2.397575169394e+02	1.198755210724e-04
8.100000000000e-01	1.241042543823e-04	2.480806188330e+02	1.240369438920e-04
8.200000000000e-01	1.346186261572e-04	2.690948972085e+02	1.345437024173e-04
8.300000000000e-01	1.486881844458e-04	2.972104015808e+02	1.486008332296e-04
8.400000000000e-01	1.669863904237e-04	3.337680856594e+02	1.668786561143e-04
8.500000000000e-01	1.925612857366e-04	3.848459134343e+02	1.924156762425e-04
8.600000000000e-01	2.237947071544e-04	4.471940906643e+02	2.235866420783e-04
8.700000000000e-01	2.555594057498e-04	5.105661790825e+02	2.552685465829e-04
8.800000000000e-01	2.874178251011e-04	5.740835521239e+02	2.870219840073e-04
8.900000000000e-01	3.221342179905e-04	6.432434614200e+02	3.215947576952e-04
9.000000000000e-01	3.598592652065e-04	7.183237829208e+02	3.591251875790e-04
9.100000000000e-01	3.959867856915e-04	7.901503683531e+02	3.950272051494e-04
9.200000000000e-01	4.243439409654e-04	8.464787306774e+02	4.231812297794e-04
9.300000000000e-01	4.447214733386e-04	8.869293190171e+02	4.433985114122e-04
9.400000000000e-01	4.605449518930e-04	9.183228166377e+02	4.590885902360e-04
9.500000000000e-01	4.737140649820e-04	9.444379363153e+02	4.721402788511e-04
9.600000000000e-01	4.856624599247e-04	9.681220239356e+02	4.839767252332e-04
9.700000000000e-01	4.971004597949e-04	9.907847659902e+02	4.953024842161e-04
9.800000000000e-01	5.098446033394e-04	1.016023187445e+03	5.079151195321e-04
9.900000000000e-01	5.265887496207e-04	1.049161433108e+03	5.244750306029e-04
1.000000000000e+00	5.434826133346e-04	1.082573139975e+03	5.411709887588e-04
1.010000000000e+00	5.522704285484e-04	1.099946846858e+03	5.498525284228e-04
1.020000000000e+00	5.504424479265e-04	1.096290885614e+03	5.480245478010e-04
1.030000000000e+00	5.419600395053e-04	1.079326068772e+03	5.395421393797e-04
1.040000000000e+00	5.355273614054e-04	1.066460712572e+03	5.331094612798e-04
1.050000000000e+00	5.395331036028e-04	1.074384384387e+03	5.370689863300e-04
1.060000000000e+00	5.516733085244e-04	1.098386641298e+03	5.490627949714e-04
1.070000000000e+00	5.610579484016e-04	1.116933583010e+03	5.583304148263e-04
1.080000000000e+00	5.594317551234e-04	1.113681196454e+03	5.567042215482e-04
1.090000000000e+00	5.470606160753e-04	1.088938918358e+03	5.443330825000e-04
1.100000000000e+00	5.310843196229e-04	1.056986325453e+03	5.283567860477e-04
